movie_id,title,year,genre,country,tomatometer,audience_score,critics_consensus
100896,Mountain Peak High (2021),2024,Fantasy,France,37,52,A disappointing mess that fails to find its footing.
100897,The Emerald Gate (2022),2023,Thriller,Germany,96,100,A modern classic that redefines its genre.
100898,Cyber City 2077 (2023),2024,Animation,Spain,78,89,"Enjoyable, though slightly predictable at times."
100899,Platinum Soul (2024),2005,Animation,Australia,95,93,Visually stunning and emotionally gripping.
100900,Last Train to Paris: The Beginning,2006,Comedy,France,80,74,"Enjoyable, though slightly predictable at times."
100901,Shadow of the Colossus 2,2016,Comedy,UK,48,41,Better left for late-night cable TV.
100902,Return of Bronze Age Chronicles,2015,Thriller,France,24,15,A disappointing mess that fails to find its footing.
100903,The Legend of The Digital Frontier,2020,Romance,USA,49,52,Visually dull and narratively confusing.
100904,Escape from The Emerald Gate,2023,Horror,Spain,87,100,A well-crafted experience that mostly lands.
100905,Platinum Soul (2005),2014,Romance,Australia,79,71,Solid performances and a compelling narrative.
100906,Neon Pulse (2006),2014,Romance,UK,19,6,Visually dull and narratively confusing.
100907,The Emerald Gate (2007),2019,Sci-Fi,France,48,51,Visually dull and narratively confusing.
100908,The Emerald Gate (2008),2003,Romance,Spain,78,66,"Enjoyable, though slightly predictable at times."
100909,Ruby Red Skies (2009),2012,Drama,Germany,45,51,A disappointing mess that fails to find its footing.
100910,Beyond the Clouds: The Beginning,2021,Romance,South Korea,65,51,Ambitious but struggles with pacing.
100911,Parallel Worlds 2,2000,Documentary,UK,36,39,Visually dull and narratively confusing.
100912,Return of Parallel Worlds,2014,Comedy,France,65,64,Ambitious but struggles with pacing.
100913,The Legend of Arctic Chill,2022,Fantasy,USA,20,6,Visually dull and narratively confusing.
100914,Escape from Parallel Worlds,2010,Romance,USA,10,7,Better left for late-night cable TV.
100915,The Diamond Heist (2015),2006,Fantasy,Canada,68,66,A decent effort with some flashes of brilliance.
100916,Diamond Dust (2016),2001,Documentary,India,94,88,Visually stunning and emotionally gripping.
100917,Under the Moonlight (2017),2012,Comedy,Australia,51,43,Ambitious but struggles with pacing.
100918,Neon Pulse (2018),2003,Animation,South Korea,86,71,Solid performances and a compelling narrative.
100919,Cosmic Drift (2019),2016,Romance,UK,35,21,A disappointing mess that fails to find its footing.
100920,Ruby Red Skies: The Beginning,2011,Thriller,Germany,34,19,A disappointing mess that fails to find its footing.
100921,The Urban Jungle 2,2019,Comedy,Canada,98,90,A masterclass in filmmaking that resonates deeply.
100922,Return of The Digital Frontier,2022,Comedy,Canada,56,48,Ambitious but struggles with pacing.
100923,The Legend of Starship Avalon,2017,Drama,Japan,50,41,Passable entertainment for fans of the genre.
100924,Escape from Midnight in Kyoto,2011,Drama,Germany,11,6,Visually dull and narratively confusing.
100925,Deep Sea Secret (2000),2010,Comedy,Germany,58,64,Passable entertainment for fans of the genre.
100926,The Emerald Gate (2001),2011,Drama,Japan,76,73,Solid performances and a compelling narrative.
100927,Last Train to Paris (2002),2021,Romance,UK,84,87,Solid performances and a compelling narrative.
100928,Silicon Valley Dreams (2003),2003,Sci-Fi,Japan,37,51,Better left for late-night cable TV.
100929,Platinum Soul (2004),2016,Animation,South Korea,97,100,A modern classic that redefines its genre.
100930,The Ghost Ship: The Beginning,2004,Documentary,India,70,66,"Enjoyable, though slightly predictable at times."
100931,Last Train to Paris 2,2014,Romance,France,74,87,"Enjoyable, though slightly predictable at times."
100932,Return of Last Train to Paris,2016,Animation,India,25,11,Visually dull and narratively confusing.
100933,The Legend of The Pearl Diver,2007,Romance,France,42,40,A disappointing mess that fails to find its footing.
100934,Escape from Arctic Chill,2019,Horror,UK,97,100,A masterclass in filmmaking that resonates deeply.
100935,Forgotten Memories (2010),2022,Romance,UK,86,88,A well-crafted experience that mostly lands.
100936,The Urban Jungle (2011),2023,Action,UK,47,43,A disappointing mess that fails to find its footing.
100937,Cyber City 2077 (2012),2012,Animation,Spain,54,46,Ambitious but struggles with pacing.
100938,Cyber City 2077 (2013),2007,Animation,Canada,23,16,Visually dull and narratively confusing.
100939,Arctic Chill (2014),2022,Romance,Canada,48,50,Better left for late-night cable TV.
100940,Last Train to Paris: The Beginning,2018,Animation,Australia,69,79,Passable entertainment for fans of the genre.
100941,Hidden Truths 2,2005,Horror,UK,100,97,A modern classic that redefines its genre.
100942,Return of Bronze Age Chronicles,2016,Sci-Fi,France,49,64,Better left for late-night cable TV.
100943,The Legend of Beyond the Clouds,2009,Animation,USA,26,13,Visually dull and narratively confusing.
100944,Escape from Midnight in Kyoto,2022,Thriller,Japan,93,100,A masterclass in filmmaking that resonates deeply.
100945,Silicon Valley Dreams (2020),2017,Sci-Fi,South Korea,35,36,A disappointing mess that fails to find its footing.
100946,Hidden Truths (2021),2012,Horror,India,47,55,A disappointing mess that fails to find its footing.
100947,Shadow of the Colossus (2022),2012,Thriller,Australia,90,98,Visually stunning and emotionally gripping.
100948,Under the Moonlight (2023),2014,Documentary,Spain,31,23,A disappointing mess that fails to find its footing.
100949,Island Paradise Lost (2024),2003,Horror,Australia,96,98,Visually stunning and emotionally gripping.
100950,Hidden Truths: The Beginning,2002,Comedy,France,85,83,"Enjoyable, though slightly predictable at times."
100951,Ancient Riddles 2,2004,Animation,Germany,80,75,Solid performances and a compelling narrative.
100952,Return of Cyber City 2077,2000,Drama,Spain,36,43,Visually dull and narratively confusing.
100953,The Legend of Sapphire Seas,2018,Romance,Spain,100,92,Visually stunning and emotionally gripping.
100954,Escape from Arctic Chill,2021,Thriller,Germany,10,9,Visually dull and narratively confusing.
100955,Parallel Worlds (2005),2005,Documentary,Japan,68,70,Ambitious but struggles with pacing.
100956,Midnight in Kyoto (2006),2022,Action,UK,94,79,A modern classic that redefines its genre.
100957,Parallel Worlds (2007),2008,Documentary,Canada,96,87,A modern classic that redefines its genre.
100958,Modern Warfare: The Silent Movie (2008),2019,Romance,Japan,71,59,"Enjoyable, though slightly predictable at times."
100959,Island Paradise Lost (2009),2017,Horror,Japan,11,5,Visually dull and narratively confusing.
100960,Desert Rose: The Beginning,2000,Fantasy,Australia,14,5,Visually dull and narratively confusing.
100961,Eternal Sands 2,2011,Comedy,Canada,84,76,"Enjoyable, though slightly predictable at times."
100962,Return of Whispers in the Wind,2011,Horror,Australia,53,54,Ambitious but struggles with pacing.
100963,The Legend of Golden Empire,2022,Documentary,Japan,72,73,"Enjoyable, though slightly predictable at times."
100964,Escape from Velocity Zero,2000,Fantasy,UK,16,5,Visually dull and narratively confusing.
100965,Forgotten Memories (2015),2009,Animation,UK,24,11,Visually dull and narratively confusing.
100966,Eternal Sands (2016),2013,Action,South Korea,95,100,A modern classic that redefines its genre.
100967,Cosmic Drift (2017),2003,Horror,Australia,50,51,Ambitious but struggles with pacing.
100968,Cosmic Drift (2018),2024,Thriller,France,40,33,Better left for late-night cable TV.
100969,Velocity Zero (2019),2003,Horror,France,35,40,Visually dull and narratively confusing.
100970,Cosmic Drift: The Beginning,2004,Romance,Australia,42,55,A disappointing mess that fails to find its footing.
100971,Beyond the Clouds 2,2005,Sci-Fi,India,48,36,Visually dull and narratively confusing.
100972,Return of Iron Heart,2002,Thriller,Australia,54,63,A decent effort with some flashes of brilliance.
100973,The Legend of Island Paradise Lost,2005,Romance,India,73,83,"Enjoyable, though slightly predictable at times."
100974,Escape from The Digital Frontier,2006,Thriller,Australia,95,100,A masterclass in filmmaking that resonates deeply.
100975,Last Train to Paris (2000),2010,Sci-Fi,South Korea,93,99,Visually stunning and emotionally gripping.
100976,The Ghost Ship (2001),2017,Thriller,Canada,11,12,A disappointing mess that fails to find its footing.
100977,Arctic Chill (2002),2015,Documentary,Germany,47,38,A disappointing mess that fails to find its footing.
100978,Midnight in Kyoto (2003),2015,Sci-Fi,UK,54,60,Ambitious but struggles with pacing.
100979,Beyond the Clouds (2004),2015,Comedy,Australia,76,63,"Enjoyable, though slightly predictable at times."
100980,Mountain Peak High: The Beginning,2017,Romance,South Korea,46,54,Visually dull and narratively confusing.
100981,Ancient Riddles 2,2008,Horror,Germany,71,65,A well-crafted experience that mostly lands.
100982,Return of Forgotten Memories,2013,Animation,Spain,67,53,Ambitious but struggles with pacing.
100983,The Legend of Beyond the Clouds,2009,Sci-Fi,Spain,32,24,Better left for late-night cable TV.
100984,Escape from Neon Pulse,2018,Action,Japan,46,41,Visually dull and narratively confusing.
100985,Quantum Leap (2010),2004,Fantasy,India,97,85,Visually stunning and emotionally gripping.
100986,Neon Pulse (2011),2010,Action,Germany,24,12,A disappointing mess that fails to find its footing.
100987,Parallel Worlds (2012),2023,Romance,Spain,11,18,Better left for late-night cable TV.
100988,Cyber City 2077 (2013),2000,Fantasy,Australia,13,15,Visually dull and narratively confusing.
100989,Beyond the Clouds (2014),2020,Sci-Fi,India,90,75,Visually stunning and emotionally gripping.
100990,Ancient Riddles: The Beginning,2015,Sci-Fi,UK,62,69,Passable entertainment for fans of the genre.
100991,The Digital Frontier 2,2005,Sci-Fi,France,49,61,Better left for late-night cable TV.
100992,Return of Arctic Chill,2024,Action,USA,73,78,"Enjoyable, though slightly predictable at times."
100993,The Legend of The Emerald Gate,2013,Comedy,USA,95,93,A masterclass in filmmaking that resonates deeply.
100994,Escape from Starship Avalon,2007,Documentary,USA,85,81,"Enjoyable, though slightly predictable at times."
100995,Sapphire Seas (2020),2017,Fantasy,South Korea,12,27,Better left for late-night cable TV.
100996,Platinum Soul (2021),2021,Sci-Fi,UK,45,43,Better left for late-night cable TV.
100997,Under the Moonlight (2022),2016,Romance,USA,91,79,A modern classic that redefines its genre.
100998,The Last Samurai Rising (2023),2010,Fantasy,France,27,22,A disappointing mess that fails to find its footing.
100999,Golden Empire (2024),2005,Fantasy,South Korea,100,94,Visually stunning and emotionally gripping.
101000,Shadow of the Colossus: The Beginning,2024,Romance,Australia,86,88,"Enjoyable, though slightly predictable at times."
101001,Platinum Soul 2,2019,Comedy,India,70,83,A well-crafted experience that mostly lands.
101002,Return of Modern Warfare: The Silent Movie,2017,Sci-Fi,Canada,74,75,A well-crafted experience that mostly lands.
101003,The Legend of Modern Warfare: The Silent Movie,2001,Action,Spain,93,97,A modern classic that redefines its genre.
101004,Escape from Island Paradise Lost,2008,Comedy,France,63,57,Passable entertainment for fans of the genre.
101005,Forgotten Memories (2005),2003,Comedy,Australia,53,61,Ambitious but struggles with pacing.
101006,Desert Rose (2006),2001,Action,France,19,6,Better left for late-night cable TV.
101007,The Digital Frontier (2007),2007,Drama,Japan,10,9,A disappointing mess that fails to find its footing.
101008,The Digital Frontier (2008),2024,Horror,UK,34,19,A disappointing mess that fails to find its footing.
101009,Ancient Riddles (2009),2007,Drama,Spain,68,69,Passable entertainment for fans of the genre.
101010,Last Train to Paris: The Beginning,2003,Thriller,USA,56,57,Passable entertainment for fans of the genre.
101011,The Great Gatsby V2 2,2021,Comedy,Germany,42,49,A disappointing mess that fails to find its footing.
101012,Return of Velocity Zero,2007,Thriller,Germany,64,77,Ambitious but struggles with pacing.
101013,The Legend of The Digital Frontier,2000,Thriller,Spain,91,100,Visually stunning and emotionally gripping.
101014,Escape from Starship Avalon,2011,Animation,Spain,39,42,Visually dull and narratively confusing.
101015,The Last Samurai Rising (2015),2009,Horror,Spain,71,59,Solid performances and a compelling narrative.
101016,Cyber City 2077 (2016),2012,Romance,USA,35,30,A disappointing mess that fails to find its footing.
101017,The Digital Frontier (2017),2019,Fantasy,Spain,34,40,Better left for late-night cable TV.
101018,Sapphire Seas (2018),2012,Sci-Fi,South Korea,79,72,"Enjoyable, though slightly predictable at times."
101019,Last Train to Paris (2019),2022,Comedy,Australia,58,66,A decent effort with some flashes of brilliance.
101020,The Digital Frontier: The Beginning,2002,Sci-Fi,Germany,65,64,Passable entertainment for fans of the genre.
101021,Starship Avalon 2,2022,Comedy,Spain,46,38,Better left for late-night cable TV.
101022,Return of Cyber City 2077,2006,Fantasy,Germany,61,52,Ambitious but struggles with pacing.
101023,The Legend of Iron Heart,2012,Thriller,Germany,21,9,Visually dull and narratively confusing.
101024,Escape from Ancient Riddles,2006,Documentary,USA,37,32,Better left for late-night cable TV.
101025,Shadow of the Colossus (2000),2024,Sci-Fi,UK,40,29,Better left for late-night cable TV.
101026,Starship Avalon (2001),2000,Documentary,France,39,49,Visually dull and narratively confusing.
101027,Forgotten Memories (2002),2018,Romance,Australia,30,45,Better left for late-night cable TV.
101028,The Great Gatsby V2 (2003),2014,Animation,USA,15,27,Visually dull and narratively confusing.
101029,Bronze Age Chronicles (2004),2011,Thriller,Germany,98,100,Visually stunning and emotionally gripping.
101030,Starship Avalon: The Beginning,2003,Sci-Fi,Spain,35,50,A disappointing mess that fails to find its footing.
101031,Parallel Worlds 2,2019,Animation,Japan,40,50,Better left for late-night cable TV.
101032,Return of The Great Gatsby V2,2001,Romance,India,11,5,Better left for late-night cable TV.
101033,The Legend of Bronze Age Chronicles,2000,Sci-Fi,UK,15,5,A disappointing mess that fails to find its footing.
101034,Escape from The Last Samurai Rising,2009,Thriller,France,20,19,A disappointing mess that fails to find its footing.
101035,Velocity Zero (2010),2019,Animation,South Korea,85,73,A well-crafted experience that mostly lands.
101036,The Pearl Diver (2011),2023,Documentary,Germany,40,38,Better left for late-night cable TV.
101037,The Great Gatsby V2 (2012),2005,Comedy,India,41,37,A disappointing mess that fails to find its footing.
101038,Silicon Valley Dreams (2013),2016,Fantasy,Canada,56,49,A decent effort with some flashes of brilliance.
101039,Silicon Valley Dreams (2014),2003,Fantasy,Australia,96,100,A modern classic that redefines its genre.
101040,Cosmic Drift: The Beginning,2020,Action,USA,64,66,Passable entertainment for fans of the genre.
101041,Midnight in Kyoto 2,2013,Horror,USA,76,75,Solid performances and a compelling narrative.
101042,Return of Shadow of the Colossus,2004,Horror,Japan,67,60,Ambitious but struggles with pacing.
101043,The Legend of Hidden Truths,2017,Documentary,Australia,73,58,Solid performances and a compelling narrative.
101044,Escape from Cyber City 2077,2022,Comedy,South Korea,57,44,Passable entertainment for fans of the genre.
101045,Arctic Chill (2020),2001,Horror,Japan,46,49,Visually dull and narratively confusing.
101046,Mountain Peak High (2021),2020,Comedy,Australia,32,29,Visually dull and narratively confusing.
101047,Velocity Zero (2022),2013,Comedy,Australia,45,36,Visually dull and narratively confusing.
101048,Mountain Peak High (2023),2014,Romance,USA,23,35,Better left for late-night cable TV.
101049,Under the Moonlight (2024),2021,Romance,Canada,88,100,"Enjoyable, though slightly predictable at times."
101050,Iron Heart: The Beginning,2008,Animation,India,17,20,Better left for late-night cable TV.
101051,Island Paradise Lost 2,2022,Sci-Fi,Canada,34,28,Better left for late-night cable TV.
101052,Return of Golden Empire,2001,Sci-Fi,USA,67,78,Passable entertainment for fans of the genre.
101053,The Legend of Cosmic Drift,2005,Sci-Fi,Germany,71,77,Solid performances and a compelling narrative.
101054,Escape from Silver Bullet,2016,Fantasy,Canada,54,64,Passable entertainment for fans of the genre.
101055,The Diamond Heist (2005),2007,Sci-Fi,France,49,39,Visually dull and narratively confusing.
101056,Ruby Red Skies (2006),2008,Drama,UK,62,64,A decent effort with some flashes of brilliance.
101057,Arctic Chill (2007),2019,Animation,South Korea,38,46,Visually dull and narratively confusing.
101058,Eternal Sands (2008),2021,Thriller,UK,15,8,Visually dull and narratively confusing.
101059,The Ghost Ship (2009),2000,Sci-Fi,South Korea,79,91,Solid performances and a compelling narrative.
101060,The Emerald Gate: The Beginning,2004,Comedy,Japan,37,52,Better left for late-night cable TV.
101061,Ruby Red Skies 2,2010,Animation,Germany,84,98,A well-crafted experience that mostly lands.
101062,Return of The Last Samurai Rising,2003,Sci-Fi,Australia,59,74,Passable entertainment for fans of the genre.
101063,The Legend of Sapphire Seas,2023,Documentary,Spain,100,100,Visually stunning and emotionally gripping.
101064,Escape from Neon Pulse,2020,Horror,Spain,87,98,A well-crafted experience that mostly lands.
101065,Arctic Chill (2015),2022,Sci-Fi,India,22,16,Better left for late-night cable TV.
101066,Under the Moonlight (2016),2021,Documentary,Australia,91,98,Visually stunning and emotionally gripping.
101067,Silicon Valley Dreams (2017),2017,Romance,Japan,75,67,"Enjoyable, though slightly predictable at times."
101068,Midnight in Kyoto (2018),2002,Romance,Germany,86,79,"Enjoyable, though slightly predictable at times."
101069,Silver Bullet (2019),2008,Animation,Japan,39,43,Visually dull and narratively confusing.
101070,Forgotten Memories: The Beginning,2004,Horror,Canada,41,43,A disappointing mess that fails to find its footing.
101071,Golden Empire 2,2019,Drama,Japan,23,30,Visually dull and narratively confusing.
101072,Return of Bronze Age Chronicles,2015,Drama,Australia,30,44,Visually dull and narratively confusing.
101073,The Legend of Forgotten Memories,2013,Fantasy,Spain,15,13,Better left for late-night cable TV.
101074,Escape from Bronze Age Chronicles,2013,Action,Japan,66,69,Passable entertainment for fans of the genre.
101075,Ruby Red Skies (2000),2012,Horror,Canada,63,70,A decent effort with some flashes of brilliance.
101076,Starship Avalon (2001),2003,Horror,South Korea,89,90,Solid performances and a compelling narrative.
101077,The Great Gatsby V2 (2002),2012,Animation,UK,96,100,A modern classic that redefines its genre.
101078,Bronze Age Chronicles (2003),2015,Comedy,UK,80,89,A well-crafted experience that mostly lands.
101079,Diamond Dust (2004),2018,Comedy,France,64,74,Ambitious but struggles with pacing.
101080,Forgotten Memories: The Beginning,2019,Sci-Fi,Germany,60,52,A decent effort with some flashes of brilliance.
101081,Desert Rose 2,2010,Animation,Canada,73,59,Solid performances and a compelling narrative.
101082,Return of Whispers in the Wind,2021,Drama,USA,18,32,Better left for late-night cable TV.
101083,The Legend of Bronze Age Chronicles,2011,Fantasy,Germany,62,55,A decent effort with some flashes of brilliance.
101084,Escape from Ancient Riddles,2019,Animation,India,22,34,Better left for late-night cable TV.
101085,Starship Avalon (2010),2017,Romance,USA,97,100,Visually stunning and emotionally gripping.
101086,The Digital Frontier (2011),2005,Sci-Fi,India,66,64,A decent effort with some flashes of brilliance.
101087,Ruby Red Skies (2012),2007,Horror,Australia,29,18,A disappointing mess that fails to find its footing.
101088,Desert Rose (2013),2020,Romance,Germany,83,89,A well-crafted experience that mostly lands.
101089,Ruby Red Skies (2014),2023,Documentary,Australia,46,33,Visually dull and narratively confusing.
101090,Last Train to Paris: The Beginning,2000,Romance,France,24,32,A disappointing mess that fails to find its footing.
101091,The Pearl Diver 2,2005,Comedy,France,32,18,A disappointing mess that fails to find its footing.
101092,Return of Platinum Soul,2016,Romance,France,30,39,A disappointing mess that fails to find its footing.
101093,The Legend of The Pearl Diver,2000,Fantasy,Spain,76,80,A well-crafted experience that mostly lands.
101094,Escape from Cyber City 2077,2007,Romance,Australia,43,57,A disappointing mess that fails to find its footing.
101095,Modern Warfare: The Silent Movie (2020),2017,Comedy,Spain,15,18,A disappointing mess that fails to find its footing.
101096,The Pearl Diver (2021),2019,Horror,France,51,66,Passable entertainment for fans of the genre.
101097,Ancient Riddles (2022),2011,Drama,Spain,84,85,Solid performances and a compelling narrative.
101098,Parallel Worlds (2023),2009,Thriller,India,71,76,"Enjoyable, though slightly predictable at times."
101099,Quantum Leap (2024),2006,Fantasy,India,20,23,Better left for late-night cable TV.
101100,Platinum Soul: The Beginning,2022,Action,Spain,62,70,Passable entertainment for fans of the genre.
101101,Midnight in Kyoto 2,2002,Horror,USA,43,28,A disappointing mess that fails to find its footing.
101102,Return of The Last Samurai Rising,2024,Animation,South Korea,64,54,Passable entertainment for fans of the genre.
101103,The Legend of Cyber City 2077,2000,Action,Germany,80,87,Solid performances and a compelling narrative.
101104,Escape from Sapphire Seas,2019,Romance,India,90,97,Visually stunning and emotionally gripping.
101105,Arctic Chill (2005),2000,Thriller,USA,29,27,Visually dull and narratively confusing.
101106,The Ghost Ship (2006),2023,Thriller,UK,90,80,A modern classic that redefines its genre.
101107,The Last Samurai Rising (2007),2003,Romance,Australia,43,32,Better left for late-night cable TV.
101108,Quantum Leap (2008),2000,Fantasy,USA,49,40,Better left for late-night cable TV.
101109,Eternal Sands (2009),2002,Romance,India,52,37,Ambitious but struggles with pacing.
101110,Arctic Chill: The Beginning,2015,Documentary,France,61,55,A decent effort with some flashes of brilliance.
101111,The Last Samurai Rising 2,2019,Romance,Canada,90,81,A modern classic that redefines its genre.
101112,Return of Under the Moonlight,2009,Thriller,USA,36,24,Better left for late-night cable TV.
101113,The Legend of Hidden Truths,2002,Documentary,USA,41,36,A disappointing mess that fails to find its footing.
101114,Escape from Silicon Valley Dreams,2007,Romance,Australia,91,88,A modern classic that redefines its genre.
101115,Forgotten Memories (2015),2019,Drama,Japan,27,23,Better left for late-night cable TV.
101116,Eternal Sands (2016),2015,Animation,Australia,54,54,A decent effort with some flashes of brilliance.
101117,Ancient Riddles (2017),2018,Fantasy,Canada,53,59,A decent effort with some flashes of brilliance.
101118,The Great Gatsby V2 (2018),2008,Sci-Fi,India,84,95,Solid performances and a compelling narrative.
101119,Starship Avalon (2019),2023,Sci-Fi,UK,62,47,Passable entertainment for fans of the genre.
101120,Beyond the Clouds: The Beginning,2012,Thriller,Australia,50,46,Passable entertainment for fans of the genre.
101121,Mountain Peak High 2,2002,Romance,USA,16,20,Better left for late-night cable TV.
101122,Return of Beyond the Clouds,2007,Comedy,Spain,87,90,"Enjoyable, though slightly predictable at times."
101123,The Legend of The Diamond Heist,2016,Comedy,South Korea,35,46,Visually dull and narratively confusing.
101124,Escape from Cyber City 2077,2006,Drama,Germany,100,98,Visually stunning and emotionally gripping.
101125,Quantum Leap (2000),2021,Sci-Fi,Germany,26,19,Better left for late-night cable TV.
101126,Whispers in the Wind (2001),2021,Sci-Fi,Germany,66,61,A decent effort with some flashes of brilliance.
101127,Ancient Riddles (2002),2022,Drama,France,69,78,Passable entertainment for fans of the genre.
101128,Ruby Red Skies (2003),2005,Documentary,Australia,79,92,A well-crafted experience that mostly lands.
101129,Whispers in the Wind (2004),2023,Drama,Canada,93,97,Visually stunning and emotionally gripping.
101130,Velocity Zero: The Beginning,2018,Fantasy,South Korea,32,25,Visually dull and narratively confusing.
101131,The Emerald Gate 2,2019,Drama,France,61,70,A decent effort with some flashes of brilliance.
101132,Return of Platinum Soul,2001,Action,Japan,58,45,Ambitious but struggles with pacing.
101133,The Legend of Mountain Peak High,2009,Thriller,Canada,27,32,Better left for late-night cable TV.
101134,Escape from Mountain Peak High,2022,Documentary,Spain,52,56,A decent effort with some flashes of brilliance.
101135,Starship Avalon (2010),2004,Fantasy,Japan,90,89,A modern classic that redefines its genre.
101136,The Diamond Heist (2011),2009,Drama,Japan,54,64,Ambitious but struggles with pacing.
101137,Desert Rose (2012),2001,Comedy,UK,19,10,Visually dull and narratively confusing.
101138,Neon Pulse (2013),2015,Romance,Germany,10,12,A disappointing mess that fails to find its footing.
101139,Neon Pulse (2014),2018,Thriller,UK,81,90,"Enjoyable, though slightly predictable at times."
101140,Midnight in Kyoto: The Beginning,2010,Romance,India,70,75,Solid performances and a compelling narrative.
101141,The Digital Frontier 2,2005,Comedy,France,46,44,Better left for late-night cable TV.
101142,Return of Shadow of the Colossus,2001,Fantasy,India,52,46,Passable entertainment for fans of the genre.
101143,The Legend of Under the Moonlight,2012,Documentary,France,46,54,Visually dull and narratively confusing.
101144,Escape from Quantum Leap,2017,Animation,France,50,65,Ambitious but struggles with pacing.
101145,Arctic Chill (2020),2005,Animation,Canada,36,26,Visually dull and narratively confusing.
101146,Whispers in the Wind (2021),2015,Sci-Fi,Canada,51,36,Passable entertainment for fans of the genre.
101147,Desert Rose (2022),2002,Drama,UK,60,63,A decent effort with some flashes of brilliance.
101148,Mountain Peak High (2023),2016,Romance,South Korea,39,51,A disappointing mess that fails to find its footing.
101149,Velocity Zero (2024),2011,Thriller,South Korea,15,15,A disappointing mess that fails to find its footing.
101150,Silicon Valley Dreams: The Beginning,2017,Horror,India,21,34,Visually dull and narratively confusing.
101151,Island Paradise Lost 2,2004,Animation,Germany,58,66,Passable entertainment for fans of the genre.
101152,Return of Bronze Age Chronicles,2019,Documentary,France,65,58,Passable entertainment for fans of the genre.
101153,The Legend of Neon Pulse,2017,Action,Canada,81,73,A well-crafted experience that mostly lands.
101154,Escape from The Last Samurai Rising,2017,Animation,UK,27,15,Visually dull and narratively confusing.
101155,The Urban Jungle (2005),2021,Documentary,Spain,57,42,A decent effort with some flashes of brilliance.
101156,Beyond the Clouds (2006),2001,Animation,USA,63,66,Passable entertainment for fans of the genre.
101157,Sapphire Seas (2007),2001,Documentary,UK,42,53,Visually dull and narratively confusing.
101158,Golden Empire (2008),2014,Animation,India,84,83,"Enjoyable, though slightly predictable at times."
101159,Shadow of the Colossus (2009),2006,Thriller,Spain,58,45,Passable entertainment for fans of the genre.
101160,Beyond the Clouds: The Beginning,2017,Fantasy,USA,91,100,A masterclass in filmmaking that resonates deeply.
101161,Forgotten Memories 2,2023,Action,India,72,83,A well-crafted experience that mostly lands.
101162,Return of Diamond Dust,2000,Comedy,UK,36,42,Better left for late-night cable TV.
101163,The Legend of Shadow of the Colossus,2005,Documentary,Germany,95,80,A modern classic that redefines its genre.
101164,Escape from Desert Rose,2024,Action,India,37,25,Better left for late-night cable TV.
101165,Deep Sea Secret (2015),2003,Action,France,77,89,A well-crafted experience that mostly lands.
101166,Under the Moonlight (2016),2020,Comedy,Germany,90,96,Visually stunning and emotionally gripping.
101167,The Urban Jungle (2017),2020,Drama,Australia,45,51,Visually dull and narratively confusing.
101168,Ruby Red Skies (2018),2004,Drama,Spain,24,24,Visually dull and narratively confusing.
101169,Mountain Peak High (2019),2002,Thriller,France,14,14,Better left for late-night cable TV.
101170,Desert Rose: The Beginning,2003,Sci-Fi,USA,71,67,Solid performances and a compelling narrative.
101171,The Urban Jungle 2,2000,Horror,Canada,97,93,A masterclass in filmmaking that resonates deeply.
101172,Return of The Pearl Diver,2016,Fantasy,Australia,74,59,A well-crafted experience that mostly lands.
101173,The Legend of Island Paradise Lost,2012,Thriller,Japan,86,76,"Enjoyable, though slightly predictable at times."
101174,Escape from Shadow of the Colossus,2004,Fantasy,South Korea,81,85,Solid performances and a compelling narrative.
101175,Velocity Zero (2000),2007,Horror,Japan,27,31,A disappointing mess that fails to find its footing.
101176,Midnight in Kyoto (2001),2014,Documentary,Australia,83,72,"Enjoyable, though slightly predictable at times."
101177,Mountain Peak High (2002),2024,Comedy,France,76,64,A well-crafted experience that mostly lands.
101178,Under the Moonlight (2003),2020,Comedy,India,90,99,Visually stunning and emotionally gripping.
101179,Neon Pulse (2004),2015,Romance,Japan,91,77,A modern classic that redefines its genre.
101180,Arctic Chill: The Beginning,2000,Romance,Spain,51,52,Ambitious but struggles with pacing.
101181,The Great Gatsby V2 2,2010,Sci-Fi,UK,43,49,A disappointing mess that fails to find its footing.
101182,Return of Quantum Leap,2018,Action,India,19,5,Better left for late-night cable TV.
101183,The Legend of Desert Rose,2012,Horror,Japan,41,34,A disappointing mess that fails to find its footing.
101184,Escape from Forgotten Memories,2005,Comedy,UK,39,38,Visually dull and narratively confusing.
101185,Last Train to Paris (2010),2009,Drama,UK,30,42,Better left for late-night cable TV.
101186,Cosmic Drift (2011),2022,Thriller,Japan,16,27,Better left for late-night cable TV.
101187,Beyond the Clouds (2012),2007,Romance,Japan,64,58,Passable entertainment for fans of the genre.
101188,Midnight in Kyoto (2013),2005,Action,UK,42,35,Better left for late-night cable TV.
101189,Starship Avalon (2014),2017,Animation,France,36,30,Better left for late-night cable TV.
101190,Eternal Sands: The Beginning,2023,Comedy,USA,18,16,A disappointing mess that fails to find its footing.
101191,Velocity Zero 2,2018,Documentary,Germany,58,56,A decent effort with some flashes of brilliance.
101192,Return of The Emerald Gate,2014,Animation,Canada,43,30,Visually dull and narratively confusing.
101193,The Legend of Parallel Worlds,2022,Thriller,South Korea,73,64,"Enjoyable, though slightly predictable at times."
101194,Escape from Diamond Dust,2020,Fantasy,Japan,92,79,Visually stunning and emotionally gripping.
